,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
3804,1383995,branded_food,SEEDED ENRICHED BEEF BUNS,,2021-02-26,"Perfection Bakeries, Inc.",AUNT MILLIE'S,,71314002721,"ENRICHED FLOUR [UNBLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), NIACIN (VITAMIN B3), FOLIC ACID], WATER, SUGAR, YEAST, SOYBEAN OIL, SALT, WHEAT GLUTEN, MONOGLYCERIDES, CALCIUM PROPIONATE (A PRESERVATIVE), VINEGAR, CALCIUM SULFATE, CITRIC ACID, ASCORBIC ACID. TOPPED WITH SESAME SEEDS.",,89.0,g,,Breads & Buns,LI,,2018-09-06,2021-02-26,United States,,,,
3805,1384298,branded_food,SWEET RELISH,,2021-02-26,Aldi-Benner Company,GREAT GHERKINS,,41498173708,"CUCUMBERS, SUGAR, WATER, DISTILLED VINEGAR, SALT, CALCIUM CHLORIDE, CELERY SEED, XANTHAN GUM, SODIUM BENZOATE (PRESERVATIVE), ALUM, DEHYDRATED RED PEPPER, TURMERIC EXTRACT (COLOR), POLYSORBATE 80, NATURAL FLAVOR.",,15.0,g,,"Pickles, Olives, Peppers & Relishes",LI,,2018-09-06,2021-02-26,United States,,,,
3808,1384515,branded_food,SOURDOUGH DEMI BAGUETTE,,2021-02-26,"Identity Toys, Inc.",NOT A BRANDED ITEM,,749531978951,"ALL PURPOSE FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), HIGH GLUTEN FLOUR (ENRICHED UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ENZYMES, ASCORBIC ACID (AS A NATURAL DOUGH CONDITIONER), SALT, WHEAT BRAN",,113.0,g,,Breads & Buns,LI,,2020-04-13,2021-02-26,United States,,,,
3813,1384936,branded_food,"RAINBOW LIME, RED RASPBERRY & ORANGE SHERBET, RAINBOW",,2021-02-26,"Topco Associates, Inc.",FOOD CLUB,,36800450028,"WATER, SUGAR, CORN SYRUP, NONFAT MILK, CREAM, CONTAINS LESS THAN 2% OF LIME JUICE CONCENTRATE, CITRIC ACID, RASPBERRY JUICE CONCENTRATE, RASPBERRY PUREE, ORANGE JUICE CONCENTRATE, NATURAL FLAVORS, WHEY, GUAR GUM, MONO & DIGLYCERIDES, LOCUST BEAN GUM, CALCIUM SULFATE, POLYSORBATE 80, YELLOW 6, YELLOW 5, RED 40, BLUE 1.",,115.0,g,,Ice Cream & Frozen Yogurt,LI,,2019-12-03,2021-02-26,United States,,,,
3814,1385004,branded_food,"CHOCOLATE ICE CREAM, CHOCOLATE",,2021-02-26,"Topco Associates, Inc.",FOOD CLUB,,36800450073,"MILKFAT AND NONFAT MILK, HIGH FRUCTOSE CORN SYRUP, SUGAR, CORN SYRUP, SWEETCREAM BUTTERMILK, COCOA (PROCESSED WITH ALKALI), WHEY, CONTAINS LESS THAN 2% OF GUAR GUM, MONO & DIGLYCERIDES, CELLULOSE GUM, POLYSORBATE 80, XANTHAN GUM, CARRAGEENAN.",,86.0,g,,Ice Cream & Frozen Yogurt,LI,,2019-12-03,2021-02-26,United States,,,,
3817,1385938,branded_food,CHOCOLATE SANDWICH CREME COOKIES,,2021-02-26,"Tops Markets, LLC",TOPS,,70784001890,"WHEAT FLOUR, SUGAR, VEGETABLE SHORTENING (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL), DEXTROSE, COCOA (PROCESSED WITH ALKALI), CONTAINS 2% OR LESS OF: HIGH FRUCTOSE CORN SYRUP, SALT, MONOCALCIUM PHOSPHATE, SODIUM BICARBONATE, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVORS (INCLUDING MILK DERIVATIVES), AMMONIUM BICARBONATE, PROPYLENE GLYCOL, ETHYL ALCOHOL, GLYCERIN, XANTHAN GUM.",,37.0,g,,Cookies & Biscuits,LI,,2018-11-01,2021-02-26,United States,,,,
3818,1385945,branded_food,CIDER HOUSE HARVEST MIX,,2021-02-26,"Giant Eagle, Inc.",MARKET DISTRICT,,30034918361,"CINNAMON YOGURT PRETZELS BALLS (YOGURT PRETZEL BALLS [YOGURT COATING {SUGAR, HYDROGENATED PALM KERNEL OIL, NONFAT MILK POWDER, YOGURT POWDER (CULTURED WHEY & NONFAT MILK), ARTIFICIAL COLOR (TITANIUM DIOXIDE), LACTIC ACID, SOY LECITHIN (AN EMULSIFIER), VANILLIN (ARTIFICIAL FLAVOR)}, ENRICHED PRETZEL BALLS {ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: CORN, CANOLA, COTTONSEED, SOYBEAN), SALT, CORN SYRUP, SODIUM BICARBONATE, YEAST}, CONFECTIONER'S GLAZE], CINNAMON SUGAR SEASONING [SUGAR, CINNAMON, SALT, NATURAL FLAVORS INCLUDING BUTTER, LESS THAN 2% SILICON DIOXIDE ADDED TO PREVENT CAKING], SOY LECITHIN, CANOLA OIL), DRIED CRANBERRIES (CRANBERRIES, SUGAR, GLYCERINE, CITRIC ACID, SUNFLOWER OIL), APPLE PIE PECANS (PECANS, APPLE PIE SEASONING [SUGAR, BROWN SUGAR, SALT, SPICE, NATURAL APPLE FLAVOR, LESS THAN 2% SILICON DIOXIDE ADDED TO PREVENT CAKING], SOY LECITHIN, CANOLA OIL), RED CINNAMON APPLE DICES (APPLES, SAFFLOWER, SUNFLOWER AND/OR CANOLA OIL, CORN SYRUP, SUGAR, DEXTROSE, CINNAMON, CITRIC ACID, ASCORBIC ACID [VIT C], NATURAL FLAVOR).",,30.0,g,,Other Snacks,LI,,2018-11-01,2021-02-26,United States,,,,
3825,1387182,branded_food,"KIPPERED BEEF STEAK BITES, TERIYAKI",,2021-02-26,"Link Snacks, Inc.",JACK LINK'S,,17082886026,"BEEF, BROWN SUGAR, FRUCTOSE, WATER, CONTAINS 2% OR LESS OF SALT, HYDROLYZED SOY PROTEIN, FLAVORINGS, PINEAPPLE JUICE SOLIDS, TERIYAKI SAUCE SOLIDS (SOY SAUCE [SOYBEANS, SALT, WHEAT], SAKE, APPLE CIDER VINEGAR, GARLIC, MUSTARD, GINGER, BLACK AND WHITE PEPPER, MODIFIED FOOD STARCH, MALTODEXTRIN, SUCROSE, FRUCTOSE), ORANGE JUICE SOLIDS, SHERRY WINE SOLIDS, SODIUM ERYTHORBATE, SODIUM NITRITE. TREATED WITH SOLUTION OF POTASSIUM SORBATE, GREEN TEA EXTRACT, AND ROSEMARY EXTRACT TO ENSURE FRESHNESS.",,43.0,g,,Other Snacks,LI,,2018-12-07,2021-02-26,United States,,,,
3826,1388185,branded_food,HARVEST COLLECTION,,2021-02-26,My Dads Gluten Free  Products,MY DAD'S COOKIES,,852291004621,"VANILLA COOKIE (GLUTEN FREE FLOUR [WHITE RICE FLOUR, POTATO STARCH, TAPIOCA STARCH, XANTHAN GUM], PALM OIL, SUGAR, EGG, VANILLA, BAKING POWDER [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE], AGAVE SYRUP, CREAM OF TARTAR, BAKING SODA, SALT), SPRINKLES (SUGAR, GLUCOSE POWDER, TAPIOCA STARCH, PALM OIL, CORN STARCH, DRIED GLUCOSE SYRUP, COCOA, GLYCERIN, MAGNESIUM SILICATE, SOY LECITHIN, TALC, GUM ARABIC, FD&C COLORS: YELLOW #6, YELLOW #5, SALT, ARTIFICIAL FLAVOR, CONFECTIONER'S GLAZE, AND CARNAUBA WAX)",,28.0,g,,Cookies & Biscuits,LI,,2018-12-07,2021-02-26,United States,,,,
3827,1388723,branded_food,"HONEY ROASTED PECANS HALVES, HONEY ROASTED",,2021-02-26,"Meijer, Inc.",MEIJER,,708820376625,"PECANS, SEASONING (SUGAR, FRUCTOSE, SALT, HONEY SOLIDS [REFINERY SYRUP, HONEY], HONEY, WHEAT STARCH, NOT MORE THAN 2% OLIVE OIL (PROCESSING AID), MALTODEXTRIN, CORN SYRUP SOLIDS, XANTHAN GUM), PEANUT OIL.",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2018-12-12,2021-02-26,United States,,,,
3828,1388930,branded_food,MINT CHIP MINT LIGHT ICE CREAM WITH CHOCOLATY CHIPS,,2021-02-26,"Hy-Vee, Inc.",OVERJOY,,75450146417,"SKIM MILK, ERYTHRITOL, CHICORY ROOT EXTRACT, CREAM, *MILK PROTEIN CONCENTRATE, CHOCOLATE FLAVORED CHIPS (SUGAR, COCONUT OIL, COCOA, COCOA PROCESSED WITH ALKALI, WHEY POWDER, SKIM MILK, SOY LECITHIN, SALT, NATURAL FLAVOR), CONTAINS LESS THAN 2% OF NATURAL FLAVOR, MONK FRUIT EXTRACT, SUGAR, GLYCERINE, MONO AND DIGLYCERIDES, GUAR GUM, CAROB BEAN GUM, VITAMIN A PALMITATE.",,85.0,g,,Ice Cream & Frozen Yogurt,LI,,2020-02-26,2021-02-26,United States,,,,
3831,1389400,branded_food,"CLASSIC CARAMEL PREMIUM POPCORN, CLASSIC CARAMEL",,2021-02-26,Harry and David,HARRY & DAVID,,780994822689,"CORN SYRUP, SUGAR, POPCORN, BUTTER (CREAM [MILK], SALT), WATER, ALMONDS, CASHEWS (WITH PEANUT AND/OR COTTONSEED OIL), HONEY, BROWN SUGAR, SALT, SOY LECITHIN, NATURAL FLAVOR, BHA/BHT IN CORN OIL TO RETARD OXIDATION.",,40.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2018-12-12,2021-02-26,United States,,,,
3835,1389926,branded_food,"GRAPE CRANBERRY JUICE COCKTAIL, GRAPE CRANBERRY",,2021-02-26,"Winco Foods, Inc.",WINCO FOODS,,70552604308,"WATER, SUGAR, GRAPE JUICE CONCENTRATE, CRANBERRY JUICE CONCENTRATE, FUMARIC ACID, NATURAL FLAVOR, SODIUM CITRATE, ASCORBIC ACID (VITAMIN C), CITRIC ACID, FRUIT & VEGETABLE JUICE (FOR COLOR).",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2018-12-12,2021-02-26,United States,,,,
3837,1390089,branded_food,"PEANUT BUTTER FUDGE ICE CREAM, PEANUT BUTTER FUDGE",,2021-02-26,Target Stores,MARKET PANTRY,,85239015100,"MILKFAT AND NONFAT MILK, SWEET CREAM BUTTERMILK, PEANUT BUTTER SWIRL (PEANUTS, CORN OIL, DEXTROSE, SALT, MONOGLYCERIDES), HIGH FRUCTOSE CORN SYRUP, CHOCOLATE FLAVORED SYRUP (CORN SYRUP, WATER, COCOA PROCESSED WITH ALKALI, CARAMEL COLOR, MODIFIED CORN STARCH, NATURAL FLAVOR, SALT, RED 40), SUGAR, WHEY, CORN SYRUP, COCOA PROCESSED WITH ALKALI, CONTAINS LESS THAN 2% OF MONO AND DIGLYCERIDES, GUAR GUM, CALCIUM SULFATE, CAROB BEAN GUM, CARRAGEENAN.",,87.0,g,,Ice Cream & Frozen Yogurt,LI,,2018-12-07,2021-02-26,United States,,,,
3838,1390371,branded_food,"PISTACHIO ARTISAN GELATO, PISTACHIO",,2021-02-26,Sweet Magnolia Ice Cream Co.,SWEET MAGNOLIA GELATO CO,,855769005137,"BROWNS FAMILY FARM ORGANIC WHOLE MILK, PURE CANE SUGAR, DEXTROSE, NON-FAT DRY MILK, PISTACHIO PASTE, PISTACHIO NUTS, CONTAINS LESS THAN 1% OF LOCUST BEAN GUM AND GUAR GUM",,118.0,ml,,Ice Cream & Frozen Yogurt,LI,,2018-12-07,2021-02-26,United States,,,,
3842,1391655,branded_food,100% VEGETABLE JUICE,,2021-02-26,Target Stores,MARKET PANTRY,,85239021699,"FILTERED WATER, TOMATO CONCENTRATE, CARROT JUICE CONCENTRATE, CELERY JUICE CONCENTRATE, BEET JUICE CONCENTRATE, PARSLEY JUICE CONCENTRATE, LETTUCE JUICE CONCENTRATE, WATERCRESS JUICE CONCENTRATE, SPINACH JUICE CONCENTRATE, NATURAL FLAVORS, SALT, ASCORBIC ACID (VITAMIN C), CITRIC ACID.",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-01-18,2021-02-26,United States,,,,
3844,1392086,branded_food,"ORGANIC CHERRY CANDIES, CHERRY",,2021-02-26,"Hammond's Candies Since 1920, LLC",HAMMOND'S,,691355865637,"ORGANIC SUGAR, ORGANIC TAPIOCA SYRUP CONTAINS LESS THAN 2% OF CITRIC ACID, COLORS (RADISH AND/OR ORGANIC BEET), ORGANIC GLYCERINE (VEGETABLE), ORGANIC FLAVORS, ORGANIC PALM OIL.",,25.0,g,,Candy,LI,,2019-04-17,2021-02-26,United States,,,,
3845,1392089,branded_food,BAYOU BLEND & CHEDDAR CHEESE SAVORY SNACK MIX,,2021-02-26,Harry and David,HARRY & DAVID,,780994822825,"CHEDDAR CHEESE SNACK MIX INGREDIENTS: UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), YELLOW CORN MASA, CORN, MALT, SALT, YEAST, SESAME SEEDS, VEGETABLE OIL (SOYBEAN OIL, SUNFLOWER OIL, PALM OIL), BULGUR WHEAT, CHEDDAR CHEESE POWDER (CULTURED MILK, SALT, ENZYMES), WHEY PROTEIN CONCENTRATE (MILK), LACTOSE (MILK), BUTTERMILK SOLIDS, SALT, NATURAL FLAVOR, CITRIC ACID, NACHO & CHEDDAR SEASONING (DEHYDRATED CHEDDAR CHEESE [MILK, SALT, CULTURES, ENZYMES], SALT, RICE FLOUR, TOMATO POWDER, ONION POWDER, GARLIC POWDER, WHEY [MILK], MONOSODIUM GLUTAMATE, NATURAL AND ARTIFICIAL FLAVORS, DISODIUM PHOSPHATE, CITRIC ACID, ARTIFICIAL COLOR [YELLOW #6 LAKE], SPICES, DISODIUM INOSINATE & DISODIUM GUANYLATE, CORN SYRUP SOLIDS, LACTIC ACID, CALCIUM LACTATE, DISODIUM PHOSPHATE, SUGAR, BAKING SODA, MONOCALCIUM PHOSPHATE), FOR COLOR (EXTRACTIVES ANNATTO & PAPRIKA). BAYOU BLEND SNACK MIX INGREDIENTS: PEANUTS, PEANUT OIL, SOYBEAN OIL, YELLOW CORN MASA, MALTED BARLEY FLOUR, WHEAT FLOUR, SPICES, HERBS, PAPRIKA, WHEAT STARCH, COCOA POWDER, TURMERIC, VEGETABLE POWDERS (BEET, GREEN BELL PEPPER, ONION, TOMATO, GARLIC), MODIFIED CORNSTARCH, MALTODEXTRIN, HONEY, SUGAR, BUTTER (MILK), POTATO STARCH, BULGUR WHEAT, POTATO FLOUR, SALT, CHILI PEPPER, NATURAL FLAVOR, SESAME SEEDS, XANTHAN GUM, TORULA YEAST, SILICON DIOXIDE.",,30.0,g,,Other Snacks,LI,,2019-01-18,2021-02-26,United States,,,,
3847,1393199,branded_food,BREAD & 70% DARK CHOCOLATE,,2021-02-26,"Theo Chocolate, Inc.",THEO,,874492004378,"COCOA BEANS*+, CANE SUGAR*+, TOASTED BREAD* (BREAD* (UNBLEACHED WHEAT FLOUR*, WATER, SEA SALT), BUTTER*, SEA SALT), COCOA BUTTER*+, SEA SALT, GROUND VANILLA BEAN*+.",,53.0,g,,Chocolate,LI,,2019-01-18,2021-02-26,United States,,,,
3851,1394357,branded_food,"CHOCOLATE PEANUT CLUSTERS, CHOCOLATE",,2021-02-26,"Topco Associates, Inc.",FOOD CLUB,,36800447929,"OIL ROASTED PEANUTS, (PEANUTS, PEANUT OIL, SALT), MILK CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, WHOLE MILK POWDER, MILK FAT, SOY LECITHIN [AN EMULSIFIER], VANILLA), SALT.",,40.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2020-01-09,2021-02-26,United States,,,,
3852,1394562,branded_food,"COLBY JACK COLBY & MONTEREY JACK SHREDDED CHEESE, COLBY JACK",,2021-02-26,"Topco Associates, Inc.",FOOD CLUB,,36800101449,"PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES AND ANNATTO (VEGETABLE COLOR), POTATO STARCH, CORN STARCH AND CALCIUM SULFATE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR).",,28.0,g,,Cheese,LI,,2020-01-09,2021-02-26,United States,,,,
3855,1394643,branded_food,"APPLE JUICE COCKTAIL FROM CONCENTRATE, APPLE",,2021-02-26,Market Basket Inc.,MARKET BASKET,,49705061220,"WATER, HIGH FRUCTOSE CORN SYRUP, APPLE JUICE CONCENTRATE, MALIC ACID, ASCORBIC ACID (VITAMIN C), NATURAL FLAVOR, CARAMEL COLOR.",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-03-18,2021-02-26,United States,,,,
3858,1394953,branded_food,PRETZEL STICKS,,2021-02-26,"Wal-Mart Stores, Inc.",GREAT VALUE,,78742222578,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SALT, CONTAINS LESS THAN 2% OF CORN SYRUP, BARLEY MALT EXTRACT, LEAVENING (YEAST, SODIUM BICARBONATE AND/OR AMMONIUM BICARBONATE).",,30.0,g,,"Chips, Pretzels & Snacks",LI,,2019-03-18,2021-02-26,United States,,,,
3859,1395225,branded_food,"BOURBON BBQ FLAVORED QUINOA CHIPS, BOURBON BBQ",,2021-02-26,"Natural Intentions, Inc.",THE DAILY CRAVE,,858641003849,"QUINOA FLOUR, SUNFLOWER AND/OR SAFFLOWER OIL, LENTIL FLOUR, CORN FLOUR, PEA STARCH, PEA FLOUR, CHICKPEA FLOUR, BROWN SUGAR, MALTODEXTRIN, SALT, PEA PROTEIN, PEA FIBER, CANE SUGAR, REFINERS SYRUP, SEA SALT, SPICES, ONION POWDER, TOMATO POWDER, YEAST EXTRACT, GARLIC POWDER, NATURAL FLAVORS, MOLASSES, CITRIC ACID, PAPRIKA EXTRACT, CARAMEL COLOR.",,28.0,g,,"Chips, Pretzels & Snacks",LI,,2019-10-07,2021-02-26,United States,,,,
3862,1395722,branded_food,"GRATED PARMESAN CHEESE, PARMESAN",,2021-02-26,Milton G. Waldbaum Company,CRYSTAL FARMS,,7592530458,"PARMESAN CHEESE (CULTURED PASTEURIZED PART-SKIM MILK, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), SALT, POTASSIUM SORBATE (PRESERVATIVE).",,5.0,g,,Cheese,LI,,2019-05-06,2021-02-26,United States,,,,
3863,1395728,branded_food,"3 CHEESE BLEND OF SHARP CHEDDAR, PASTEURIZED PROCESS AMERICAN & SWISS MAC & CHEESE, 3 CHEESE BLEND",,2021-02-26,Milton G. Waldbaum Company,CRYSTAL FARMS,,75925306490,"CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLOR), PASTEURIZED PROCESS AMERICAN CHEESE [AMERICAN CHEESE (MILK, CHEESE CULTURE, SALT, ENZYMES), WATER, CREAM, SODIUM PHOSPHATE, TITANIUM DIOXIDE (COLOR), SALT, SORBIC ACID (PRESERVATIVE)], SWISS CHEESE (PASTEURIZED PART-SKIM MILK, SALT, CHEESE CULTURE, ENZYMES), POTATO STARCH, STARCH AND CELLULOSE POWDER TO PREVENT CAKING, NATAMYCIN (MOLD INHIBITOR).",,28.0,g,,Cheese,LI,,2019-03-18,2021-02-26,United States,,,,
3865,1396232,branded_food,PORK CRACKLINS,,2021-02-26,Old Vienna LLC,OLD VIENNA,,36300200055,"FRIED OUT PORK FAT WITH ATTACHED SKIN, SALT.",,14.0,g,,Other Snacks,LI,,2019-01-23,2021-02-26,United States,,,,
3869,1397724,branded_food,"EUROPEAN ESCAPE MIX, EUROPEAN ESCAPE",,2021-02-26,"United Natural Foods, Inc.",WOODSTOCK,,42563017514,"ORGANIC DRIED APRICOTS, ORGANIC RAISINS (TREATED WITH ORGANIC SUNFLOWER OIL), ORGANIC ALMONDS, ORGANIC WALNUTS, ORGANIC CASHEW PIECES.",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2019-07-11,2021-02-26,United States,,,,
3870,1397801,branded_food,"JAVA CHIP SNACK MIX, JAVA CHIP",,2021-02-26,"United Natural Foods, Inc.",WOODSTOCK,,42563017460,"ORGANIC DRY ROASTED SALTED PEANUTS (ORGANIC PEANUTS, SALT), ORGANIC RAISINS (TREATED WITH ORGANIC SUNFLOWER OIL), ORGANIC DARK CHOCOLATE COFFEE BEANS (ORGANIC DARK CHOCOLATE COATING [ORGANIC SUGAR, ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC SOY LECITHIN {EMULSIFIER}, ORGANIC VANILLA], ORGANIC COFFEE BEANS, ORGANIC CONFECTIONER'S GLAZE [ORGANIC MALTODEXTRIN, ORGANIC SUGAR, WATER]), ORGANIC DARK CHOCOLATE ALMONDS (ORGANIC DARK CHOCOLATE COATING [ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC SOY LECITHIN {EMULSIFIER}, ORGANIC VANILLA], ORGANIC ALMONDS, ORGANIC CONFECTIONER'S GLAZE [ORGANIC MALTODEXTRIN, ORGANIC CANE SUGAR, WATER]), ORGANIC DARK CHOCOLATE CHIPS (ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, SOY LECITHIN [EMULSIFIER], ORGANIC VANILLA EXTRACT), ORGANIC CASHEWS, ORGANIC ALMONDS.",,30.0,g,,Other Snacks,LI,,2019-04-20,2021-02-26,United States,,,,
3871,1398221,branded_food,BEET GINGER TURMERIC WITH ORGANIC LEMON FRESH PRESSED JUICE,,2021-02-26,"Florida Bottling Company, Inc.",LAKEWOOD,,42608459323,"ORGANIC BEETROOT JUICE, ORGANIC LEMON JUICE, ORGANIC GINGER, ORGANIC TURMERIC.",,240.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-08-01,2021-02-26,United States,,,,
3875,1400091,branded_food,"100% APPLE JUICE FROM CONCENTRATE, APPLE",,2021-02-26,"Ocean Spray Cranberries, Inc.",OCEAN SPRAY,,31200204523,"APPLE JUICE FROM CONCENTRATE (WATER, JUICE CONCENTRATE)",,163.0,ml,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",LI,,2019-01-18,2021-02-26,United States,,,,
3878,1402090,branded_food,"CLASSIC MUENSTER CHEESE, CLASSIC MUENSTER",,2021-02-26,Target Stores,GOOD & GATHER,,85239038703,"PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES (MICROBIAL), ANTI-CAKING BLEND (POTATO STARCH, CORN STARCH, CELLULOSE, NATAMYCIN [A NATURAL MOLD INHIBITOR]).",,28.0,g,,Cheese,LI,,2020-04-08,2021-02-26,United States,,,,
3879,1402236,branded_food,"BROWN BUTTER FROZEN GREEK YOGURT BARS WITH A CINNAMON GRAHAM SWIRL AND HONEY GLAZED PECAN PIE PIECES, PECAN PIE",,2021-02-26,"Apollo Food Group, LLC",YASSO,,851035003265,"NONFAT MILK, GREEK YOGURT (NONFAT MILK, CULTURES), SUGAR, CINNAMON GRAHAM SWIRL [GRAHAM CRACKER CRUMB, (UNBLEACHED UNENRICHED WHEAT FLOUR, WHOLE WHEAT/GRAHAM FLOUR, SUGAR, PALM AND PALM KERNEL OIL, MOLASSES, HONEY, SALT, SODIUM BICARBONATE), SOYBEAN OIL, POWDERED SUGAR (SUGAR, CORN STARCH), CINNAMON, COCONUT OIL, SALT, SOY LECITHIN], BROWN BUTTER BASE [TAPIOCA SYRUP, WATER, BUTTER (CREAM, SALT), SWEETENED CONDENSED SKIM MILK (SKIM MILK, CANE SUGAR, VITAMIN A PALMITATE), APPLE EXTRACT, NATURAL FLAVORS, CORN STARCH, SUGAR, SUNFLOWER LECITHIN, SALT, MOLASSES], HONEY GLAZED, PECANS (PECANS, SUGAR, HONEY, NATURAL FLAVOR, SALT), MILK PROTEIN CONCENTRATE, MALTODEXTRIN, CREAM, LOCUST BEAN GUM, GUAR GUM, NATURAL FLAVOR",,65.0,g,,Ice Cream & Frozen Yogurt,LI,,2019-07-11,2021-02-26,United States,,,,
3881,1402780,branded_food,"BUTTER MICROWAVE POPCORN, BUTTER",,2021-02-26,"Wegmans Food Markets, Inc.",WEGMANS,,7789043606,"POPCORN, PALM OIL, SALT, CONTAINS 2% OR LESS OF EACH: NATURAL FLAVOR, ANNATTO EXTRACT (COLOR), TOCOPHEROLS (PRESERVATIVE).",,43.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,,2019-07-11,2021-02-26,United States,,,,
3882,1403090,branded_food,ASSORTED MILK & DARK CHOCOLATES,,2021-02-26,Russell Stover Candies Inc.,RUSSELL STOVER,,77260041494,"MILK CHOCOLATE {SUGAR, WHOLE MILK, COCOA BUTTER, CHOCOLATE, SOY LECITHIN (EMULSIFIER), VANILLIN (ARTIFICIAL FLAVOR)}, CORN SYRUP, DARK CHOCOLATE {SUGAR, CHOCOLATE PROCESSED WITH ALKALI, COCOA BUTTER, MILK FAT, SOY LECITHIN (EMULSIFIER), VANILLIN (ARTIFICIAL FLAVOR)}, CONDENSED MILK, SUGAR, PECANS, CREAM, BROWN SUGAR, PALM KERNEL OIL, BUTTER, INVERT SUGAR, SALT, NATURAL FLAVORS, SOY LECITHIN (EMULSIFIER), POTASSIUM SORBATE (PRESERVATIVE), CITRIC ACID AND HONEY.",,48.0,g,,Chocolate,LI,,2019-08-01,2021-02-26,United States,,,,
3884,1403969,branded_food,STUFFED MANZANILLA MINCED PIMENTO STUFFED SPANISH OLIVES,,2021-02-26,Vigo Importing Company,VIGO,,71072014196,"OLIVES, WATER, MINCED PIMENTO, SALT, LACTIC ACID, CITRIC ACID, SODIUM ALGINATE, GUAR GUM, CALCIUM CHLORIDE AND POTASSIUM SORBATE.",,15.0,g,,"Pickles, Olives, Peppers & Relishes",LI,,2019-08-22,2021-02-26,United States,,,,
3887,1404194,branded_food,CHIP BLITZ CHEWY COOKIES,,2021-02-26,Harris-Teeter Inc.,HARRIS TEETER,,7203698228,"ENRICHED BLEACHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), HIGH FRUCTOSE CORN SYRUP, PALM OIL, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, SOY LECITHIN, SALT, VANILLA EXTRACT), SUGAR, MODIFIED CORNSTARCH, CONTAINS 12% OR LESS OF: COCOA POWDER, DEXTROSE, BAKING SODA, SALT, CARAMEL COLOR, SKIM MILK, SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR.",,31.0,g,,Cookies & Biscuits,LI,,2019-08-22,2021-02-26,United States,,,,
